id	TCGA-EE-A2MI-06A-11R-A18U-07	TCGA-EE-A29P-06A-11R-A18T-07	TCGA-D3-A3CC-06A-11R-A18S-07	TCGA-EB-A5SG-06A-11R-A311-07	TCGA-W3-AA21-06A-11R-A38C-07	TCGA-BF-A1Q0-01A-21R-A18S-07	TCGA-FS-A1ZQ-06A-11R-A18U-07	TCGA-DA-A3F3-06A-11R-A20F-07	TCGA-D3-A1Q3-06A-11R-A18T-07	TCGA-EE-A3JB-06A-11R-A21D-07	TCGA-D3-A3C6-06A-12R-A18U-07	TCGA-FW-A3TV-06A-11R-A239-07	TCGA-GN-A4U7-06A-21R-A32P-07	TCGA-FS-A4F9-06A-11R-A24X-07	TCGA-FS-A1YY-06A-11R-A18T-07	TCGA-EE-A2GH-06A-11R-A18T-07	TCGA-EB-A51B-01A-11R-A27Q-07	TCGA-ER-A19N-06A-11R-A18S-07	TCGA-D3-A5GS-06A-11R-A27Q-07	TCGA-D3-A2JE-06A-11R-A37K-07	TCGA-EE-A2MD-06A-11R-A18T-07	TCGA-D9-A6EC-06A-11R-A311-07	TCGA-EE-A2MM-06A-11R-A18S-07	TCGA-ER-A2NG-06A-11R-A18T-07	TCGA-EE-A2GB-06A-11R-A18T-07	TCGA-FS-A4F2-06A-11R-A24X-07	TCGA-EE-A2GP-06A-11R-A18S-07	TCGA-D3-A3CE-06A-11R-A18S-07	TCGA-BF-AAP6-01A-11R-A40A-07	TCGA-D3-A1Q4-06A-11R-A18T-07	TCGA-3N-A9WB-06A-11R-A38C-07	TCGA-DA-A1HW-06A-11R-A18U-07	TCGA-DA-A95Y-06A-11R-A37K-07	TCGA-EE-A29L-06A-12R-A18S-07	TCGA-D9-A3Z1-06A-11R-A239-07	TCGA-FS-A4F8-06A-11R-A266-07	TCGA-DA-A1I0-06A-11R-A20F-07	TCGA-EB-A97M-01A-11R-A38C-07	TCGA-BF-AAP8-01A-11R-A40A-07	TCGA-ER-A2NH-06A-11R-A18S-07	TCGA-FR-A726-01A-11R-A32P-07	TCGA-ER-A42H-01A-11R-A24X-07	TCGA-EE-A29X-06A-11R-A18T-07	TCGA-D9-A1JX-06A-11R-A18S-07	TCGA-D3-A8GD-06A-11R-A37K-07	TCGA-DA-A1I7-06A-22R-A18S-07	TCGA-FS-A4FB-06A-11R-A266-07	TCGA-WE-AA9Y-06A-12R-A38C-07	TCGA-WE-A8ZY-06A-11R-A37K-07	TCGA-HR-A5NC-01A-11R-A27Q-07	TCGA-EE-A3AG-06A-31R-A18S-07	TCGA-BF-A3DM-01A-11R-A20F-07	TCGA-EB-A6QZ-01A-12R-A32P-07	TCGA-EE-A3AF-06A-11R-A18S-07	TCGA-D3-A3C3-06A-12R-A18S-07	TCGA-XV-A9W5-01A-11R-A38C-07	TCGA-EB-A6R0-01A-12R-A32P-07	TCGA-D3-A3C7-06A-11R-A18U-07	TCGA-EB-A42Z-01A-12R-A24X-07	TCGA-Z2-AA3S-06A-11R-A39D-07	TCGA-ER-A19C-06A-11R-A18S-07	TCGA-D3-A1QA-06A-11R-A18T-07	TCGA-BF-A5EQ-01A-21R-A27Q-07	TCGA-BF-A1PU-01A-11R-A18S-07	TCGA-ER-A19S-06A-11R-A18U-07	TCGA-D3-A3CB-06A-11R-A18S-07	TCGA-D3-A8GM-06A-11R-A37K-07	TCGA-ER-A2NC-06A-11R-A18T-07	TCGA-D3-A5GO-06A-12R-A27Q-07	TCGA-BF-A5ER-01A-12R-A27Q-07	TCGA-EE-A2GK-06A-11R-A18S-07	TCGA-EE-A2ME-06A-11R-A18T-07	TCGA-YG-AA3O-06A-11R-A38C-07	TCGA-QB-AA9O-06A-11R-A39D-07	TCGA-ER-A19T-06A-11R-A18U-07	TCGA-ER-A2NF-06A-11R-A18T-07	TCGA-QB-A6FS-06A-11R-A311-07	TCGA-D3-A1QA-07A-11R-A37K-07	TCGA-DA-A95V-06A-11R-A37K-07	TCGA-EB-A5VV-06A-11R-A32P-07	TCGA-EE-A2A5-06A-11R-A18T-07	TCGA-EE-A29D-06A-11R-A18T-07	TCGA-EE-A3J7-06A-11R-A20F-07	TCGA-XV-A9W2-01A-11R-A39D-07	TCGA-ER-A19J-06A-11R-A18S-07	TCGA-DA-A1HY-06A-11R-A18T-07	TCGA-EB-A3Y6-01A-21R-A239-07	TCGA-FR-A7U9-06A-11R-A352-07	TCGA-ER-A42L-06A-11R-A24X-07	TCGA-ER-A19M-06A-61R-A239-07	TCGA-FS-A1ZD-06A-11R-A18T-07	TCGA-D9-A3Z4-01A-11R-A239-07	TCGA-EB-A4P0-01A-41R-A266-07	TCGA-D3-A5GN-06A-11R-A27Q-07	TCGA-LH-A9QB-06A-11R-A38C-07	TCGA-RP-A693-06A-13R-A311-07	TCGA-D3-A51H-06A-12R-A266-07	TCGA-WE-AAA4-06A-12R-A38C-07	TCGA-EE-A181-06A-11R-A18S-07	TCGA-WE-A8ZR-06A-11R-A37K-07	TCGA-EB-A5FP-01A-11R-A27Q-07	TCGA-EE-A29W-06A-11R-A18U-07	TCGA-EE-A29B-06A-11R-A18U-07	TCGA-WE-A8ZT-06A-11R-A37K-07	TCGA-WE-A8JZ-06A-11R-A37K-07	TCGA-EE-A2MP-06A-11R-A18S-07	TCGA-EE-A29C-06A-21R-A18S-07	TCGA-EB-A4OY-01A-11R-A266-07	TCGA-3N-A9WC-06A-11R-A38C-07	TCGA-ER-A3PL-06A-11R-A239-07	TCGA-BF-AAP0-06A-11R-A39D-07	TCGA-FS-A4F5-06A-11R-A266-07	TCGA-D3-A51J-06A-11R-A266-07	TCGA-WE-A8ZM-06A-11R-A37K-07	TCGA-D3-A1Q6-06A-11R-A18T-07	TCGA-EB-A4XL-01A-11R-A27Q-07	TCGA-GN-A264-06A-11R-A18U-07	TCGA-EE-A3JD-06A-11R-A20F-07	TCGA-D9-A4Z2-01A-11R-A24X-07	TCGA-DA-A1I8-06A-11R-A18T-07	TCGA-ER-A19G-06A-11R-A18U-07	TCGA-FR-A728-01A-11R-A32P-07	TCGA-DA-A1HV-06A-21R-A18S-07	TCGA-ER-A19W-06A-41R-A239-07	TCGA-EE-A2GM-06B-11R-A18S-07	TCGA-D3-A8GS-06A-12R-A37K-07	TCGA-EE-A17Y-06A-11R-A18T-07	TCGA-EE-A2MK-06A-11R-A18S-07	TCGA-BF-AAOX-01A-11R-A39D-07	TCGA-EE-A20B-06A-11R-A18U-07	TCGA-EB-A4IS-01A-21R-A266-07	TCGA-W3-A824-06A-21R-A352-07	TCGA-W3-AA1V-06B-11R-A40A-07	TCGA-W3-AA1R-06A-11R-A39D-07	TCGA-GN-A26A-06A-11R-A18T-07	TCGA-EE-A20H-06A-11R-A18S-07	TCGA-FR-A729-06A-11R-A352-07	TCGA-EE-A2M5-06A-12R-A18S-07	TCGA-BF-AAP4-01A-11R-A40A-07	TCGA-D3-A3ML-06A-11R-A21D-07	TCGA-D3-A8GJ-06A-11R-A37K-07	TCGA-EE-A20F-06A-21R-A18S-07	TCGA-EE-A185-06A-11R-A18S-07	TCGA-ER-A3EV-06A-11R-A20F-07	TCGA-D3-A2JN-06A-11R-A18S-07	TCGA-XV-A9VZ-01A-11R-A38C-07	TCGA-ER-A19L-06A-12R-A18S-07	TCGA-FS-A1ZG-06A-11R-A18T-07	TCGA-FR-A3YO-06A-11R-A239-07	TCGA-FW-A3I3-06A-11R-A21D-07	TCGA-D3-A3MO-06A-11R-A21D-07	TCGA-ER-A198-06A-11R-A18T-07	TCGA-WE-AAA0-06A-11R-A38C-07	TCGA-D9-A4Z3-01A-11R-A266-07	TCGA-EE-A2MH-06A-11R-A18S-07	TCGA-D9-A4Z6-06A-12R-A266-07	TCGA-BF-A5ES-01A-11R-A27Q-07	TCGA-D3-A3C1-06A-12R-A18S-07	TCGA-EE-A29Q-06A-11R-A18T-07	TCGA-D3-A3MU-06A-11R-A21D-07	TCGA-FS-A1ZM-06A-12R-A18S-07	TCGA-EB-A5SF-01A-11R-A311-07	TCGA-EB-A44R-06A-41R-A266-07	TCGA-ER-A19A-06A-21R-A18U-07	TCGA-D3-A3BZ-06A-12R-A18S-07	TCGA-ER-A197-06A-32R-A18S-07	TCGA-EE-A3J8-06A-11R-A20F-07	TCGA-WE-A8K6-06A-11R-A37K-07	TCGA-FS-A1Z7-06A-11R-A18T-07	TCGA-YD-A9TB-06A-12R-A40A-07	TCGA-EB-A24D-01A-11R-A18T-07	TCGA-DA-A1I5-06A-11R-A18T-07	TCGA-DA-A95X-06A-11R-A37K-07	TCGA-EE-A2A6-06A-11R-A18T-07	TCGA-XV-AAZV-01A-11R-A40A-07	TCGA-FS-A1ZE-06A-11R-A18T-07	TCGA-EB-A41B-01A-11R-A24X-07	TCGA-ER-A194-01A-11R-A18U-07	TCGA-DA-A1I1-06A-12R-A18U-07	TCGA-D3-A1QB-06A-11R-A18T-07	TCGA-EE-A2MN-06A-11R-A18S-07	TCGA-GN-A26C-01A-11R-A18T-07	TCGA-EE-A3JI-06A-11R-A21D-07	TCGA-W3-AA1Q-06A-11R-A38C-07	TCGA-EE-A29V-06A-12R-A18S-07	TCGA-D3-A2JK-06A-11R-A18S-07	TCGA-ER-A42K-06A-11R-A24X-07	TCGA-EB-A3XD-01A-22R-A239-07	TCGA-ER-A2ND-06A-11R-A18T-07	TCGA-Z2-A8RT-06A-11R-A37K-07	TCGA-EE-A180-06A-11R-A21D-07	TCGA-EE-A2MG-06A-11R-A18T-07	TCGA-D3-A1Q8-06A-11R-A18T-07	TCGA-GF-A6C8-06A-12R-A311-07	TCGA-BF-A1PZ-01A-11R-A18S-07	TCGA-EE-A3AD-06A-11R-A18S-07	TCGA-ER-A2NE-06A-21R-A18T-07	TCGA-D3-A5GT-01A-12R-A311-07	TCGA-ER-A19D-06A-11R-A18S-07	TCGA-EB-A431-01A-11R-A266-07	TCGA-GN-A9SD-06A-11R-A40A-07	TCGA-W3-A825-06A-11R-A352-07	TCGA-FR-A8YD-06A-11R-A37K-07	TCGA-BF-A1PX-01A-12R-A18T-07	TCGA-BF-AAP1-01A-11R-A39D-07	TCGA-D3-A5GL-06A-11R-A27Q-07	TCGA-EE-A29M-06A-11R-A18T-07	TCGA-D3-A2J7-06A-11R-A18T-07	TCGA-D3-A51G-06A-11R-A266-07	TCGA-FS-A1ZP-06A-11R-A18T-07	TCGA-EE-A29E-06A-11R-A18T-07	TCGA-FW-A5DX-01A-11R-A27Q-07	TCGA-EB-A44P-01A-11R-A266-07	TCGA-FW-A5DY-06A-11R-A311-07	TCGA-WE-A8ZX-06A-11R-A37K-07	TCGA-GF-A4EO-06A-12R-A24X-07	TCGA-D3-A5GR-06A-11R-A27Q-07	TCGA-EE-A2GN-06A-11R-A18S-07	TCGA-FR-A8YE-06A-11R-A37K-07	TCGA-D3-A2JL-06A-11R-A18S-07	TCGA-EB-A44N-01A-11R-A266-07	TCGA-IH-A3EA-01A-11R-A20F-07	TCGA-EE-A2GR-06A-11R-A18S-07	TCGA-EE-A183-06A-11R-A18S-07	TCGA-FS-A4FC-06A-11R-A24X-07	TCGA-EB-A85I-01A-11R-A352-07	TCGA-D3-A51F-06A-11R-A266-07	TCGA-WE-A8ZN-06A-11R-A37K-07	TCGA-D3-A8GP-06A-11R-A37K-07	TCGA-EB-A5UN-06A-11R-A311-07	TCGA-FR-A3YN-06A-11R-A239-07	TCGA-DA-A3F8-06A-11R-A20F-07	TCGA-XV-AAZY-01A-12R-A40A-07	TCGA-EE-A17Z-06A-11R-A18S-07	TCGA-GN-A26D-06A-11R-A18T-07	TCGA-D3-A8GB-06A-11R-A37K-07	TCGA-EE-A2MT-06A-11R-A18S-07	TCGA-EE-A2A1-06A-11R-A18T-07	TCGA-EE-A2MF-06A-11R-A21D-07	TCGA-EE-A3J3-06A-11R-A20F-07	TCGA-EE-A2MR-06A-11R-A18S-07	TCGA-D3-A8GQ-06A-11R-A37K-07	TCGA-RP-A6K9-06A-41R-A352-07	TCGA-D9-A6EG-06A-12R-A32P-07	TCGA-DA-A1IA-06A-11R-A18S-07	TCGA-GN-A262-06A-11R-A18T-07	TCGA-EE-A2M7-06A-11R-A18U-07	TCGA-RP-A695-06A-11R-A311-07	TCGA-FS-A1YW-06A-11R-A18T-07	TCGA-EE-A3AC-06A-11R-A18S-07	TCGA-DA-A1IC-06A-11R-A18S-07	TCGA-D3-A51R-06A-11R-A266-07	TCGA-D3-A3CF-06A-11R-A18T-07	TCGA-EE-A3JE-06A-11R-A20F-07	TCGA-D3-A8GN-06A-11R-A37K-07	TCGA-EB-A85J-01A-12R-A352-07	TCGA-EE-A17X-06A-11R-A18S-07	TCGA-D3-A1Q5-06A-11R-A18T-07	TCGA-FS-A4FD-06A-11R-A266-07	TCGA-GN-A8LN-01A-11R-A37K-07	TCGA-D9-A6E9-06A-12R-A311-07	TCGA-D9-A3Z3-06A-11R-A239-07	TCGA-BF-A9VF-01A-11R-A37K-07	TCGA-GN-A4U9-06A-11R-A32P-07	TCGA-EE-A3JH-06A-11R-A21D-07	TCGA-Z2-AA3V-06A-11R-A39D-07	TCGA-GN-A268-06A-11R-A18T-07	TCGA-YG-AA3N-01A-11R-A38C-07	TCGA-EE-A3JA-06A-11R-A20F-07	TCGA-D3-A3MV-06A-11R-A21D-07	TCGA-FR-A3R1-01A-11R-A239-07	TCGA-BF-AAOU-01A-12R-A39D-07	TCGA-FR-A44A-06A-11R-A24X-07	TCGA-D3-A8GK-06A-11R-A37K-07	TCGA-FS-A1ZC-06A-11R-A18T-07	TCGA-3N-A9WD-06A-11R-A38C-07	TCGA-D3-A8GL-06A-11R-A37K-07	TCGA-EB-A41A-01A-11R-A24X-07	TCGA-D3-A51K-06A-11R-A266-07	TCGA-EE-A29N-06A-12R-A18S-07	TCGA-ER-A19T-01A-11R-A18T-07	TCGA-EB-A1NK-01A-11R-A18T-07	TCGA-D9-A1X3-06A-11R-A18S-07	TCGA-GN-A4U4-06A-11R-A32P-07	TCGA-XV-AAZW-01A-12R-A40A-07	TCGA-EE-A29H-06A-12R-A18S-07	TCGA-EE-A2A0-06A-11R-A18T-07	TCGA-D3-A2JB-06A-11R-A18T-07	TCGA-FR-A69P-06A-21R-A311-07	TCGA-EE-A2GE-06A-11R-A18T-07	TCGA-FS-A4F4-06A-12R-A266-07	TCGA-ER-A19Q-06A-11R-A18U-07	TCGA-EE-A3AB-06A-11R-A18S-07	TCGA-XV-AB01-06A-12R-A40A-07	TCGA-FS-A1ZB-06A-12R-A18S-07	TCGA-DA-A95Z-06A-11R-A37K-07	TCGA-FR-A7U8-06A-21R-A352-07	TCGA-EE-A2GC-06A-11R-A18T-07	TCGA-D3-A8GI-06A-11R-A37K-07	TCGA-D3-A8GC-06A-11R-A37K-07	TCGA-D3-A8GE-06A-11R-A37K-07	TCGA-FS-A1ZT-06A-11R-A18U-07	TCGA-FW-A3TU-06A-11R-A239-07	TCGA-BF-A3DJ-01A-11R-A20F-07	TCGA-DA-A960-01A-11R-A37K-07	TCGA-D3-A51T-06A-11R-A266-07	TCGA-D9-A149-06A-11R-A18S-07	TCGA-BF-A5EP-01A-12R-A27Q-07	TCGA-D3-A2J9-06A-11R-A18T-07	TCGA-D9-A6EA-06A-11R-A311-07	TCGA-EB-A5UL-06A-11R-A311-07	TCGA-WE-A8K5-06A-11R-A37K-07	TCGA-EB-A5UM-01A-11R-A311-07	TCGA-ER-A193-06A-12R-A18S-07
aDCs	0.518380913	0.770277022	0.554124147	0.769289577	0.566546767	0.712156512	0.557792587	0.654334653	0.577754844	0.590264127	0.556372556	0.676752363	0.550102021	0.62133667	0.532244468	0.807340526	0.61909193	0.744047053	0.720058441	0.501205145	0.579782527	0.542964431	0.554550785	0.745205562	0.676729716	0.544001276	0.570492603	0.669901337	0.700348596	0.565245483	0.520605867	0.744917129	0.573857686	0.511327191	0.719097815	0.694962758	0.736160722	0.715293014	0.601363207	0.756082599	0.621427264	0.453008118	0.765879802	0.543372064	0.770050309	0.513019297	0.503043994	0.538970058	0.57712232	0.697093195	0.559593792	0.559181711	0.521238641	0.73762066	0.716947442	0.54164474	0.666214417	0.717273806	0.73603252	0.489788679	0.690834361	0.490229366	0.589091633	0.690191137	0.764348217	0.801597316	0.70291819	0.540021175	0.744519429	0.690776822	0.789356997	0.755326814	0.698796416	0.5871747	0.505553149	0.59594392	0.76068991	0.617634196	0.769011529	0.67978921	0.518026597	0.574788233	0.492172481	0.725904889	0.485136539	0.662500572	0.603041279	0.731237549	0.698098481	0.791848796	0.494969486	0.67199678	0.505350337	0.72017547	0.547738286	0.699566591	0.778421183	0.784478377	0.724465895	0.494438131	0.566483219	0.522669983	0.541551954	0.490466142	0.530563049	0.573199492	0.589461027	0.510609239	0.723536709	0.689217715	0.789746436	0.525232	0.757356767	0.579521019	0.541470473	0.728090793	0.492063963	0.767216125	0.669451358	0.571181081	0.796934264	0.768994996	0.766817069	0.801103802	0.523927719	0.694174585	0.508235917	0.758232824	0.563505321	0.544868769	0.599771892	0.697797035	0.544271529	0.574957666	0.599358186	0.582923582	0.587779017	0.661773078	0.775432654	0.437306508	0.760808771	0.711855711	0.599700166	0.608836894	0.712132125	0.714254568	0.528703595	0.537096883	0.731090361	0.523841915	0.624847671	0.698889848	0.587318491	0.495045338	0.778885075	0.554455016	0.596250813	0.575471701	0.577865486	0.690585131	0.753842472	0.748512318	0.490751212	0.797529099	0.770060406	0.573744804	0.429446618	0.482945782	0.527870919	0.55043288	0.685570464	0.769307166	0.616049329	0.763773528	0.757426169	0.540786125	0.553882829	0.563560041	0.738805705	0.743008712	0.709162993	0.701735808	0.562156293	0.54539998	0.577920193	0.539988594	0.701665908	0.822705062	0.714737251	0.692792445	0.669373525	0.775720291	0.532807307	0.577067005	0.53945043	0.55094813	0.581729507	0.447665811	0.663501918	0.719198131	0.764402652	0.760095972	0.616061466	0.804151646	0.650635504	0.549897446	0.745334395	0.766810093	0.503361446	0.578307663	0.528770235	0.595820295	0.650454028	0.74451326	0.543874916	0.820847188	0.741777391	0.536420926	0.796998865	0.609029047	0.801741028	0.549738342	0.46409733	0.743280832	0.488820409	0.775168029	0.763966408	0.573336944	0.469374051	0.731578571	0.573485966	0.712686143	0.752161347	0.520684779	0.538856916	0.758061279	0.747122815	0.752141105	0.639793645	0.68073306	0.776745651	0.628462668	0.515120674	0.526003526	0.538033371	0.414747477	0.590289908	0.544435191	0.646174133	0.670144425	0.60429313	0.580632784	0.755497057	0.81361859	0.758737554	0.722215184	0.677331896	0.466636215	0.451611187	0.554645296	0.811857622	0.779911489	0.805028606	0.729699543	0.843655475	0.579209932	0.622468719	0.726815554	0.594452767	0.53007606	0.507394172	0.550970013	0.806634947	0.562066895	0.561613966	0.597815752	0.437964553	0.490007672	0.707456334	0.786853455	0.494399101	0.722181705	0.6334557	0.502335418	0.669895009	0.588809556	0.758021013	0.783434921	0.502803585	0.692036203	0.680669012	0.756782464	0.535701718	0.709259019	0.73744394	0.701598177	0.519864119	0.610876986	0.681570028	0.646757749	0.52849275	0.689934581	0.747663822	0.569436806	0.470785948	0.658092199	0.754540853	0.580535754	0.801673848	0.675877221	0.724798937	0.685188401	0.693739226	0.717633298
APC_co_inhibition	0.848121721	0.860376773	0.686841671	0.914418392	0.734394736	0.843034733	0.717003323	0.793845781	0.788444016	0.785685438	0.721310548	0.749604881	0.61404825	0.65619339	0.68461916	0.852324351	0.730896948	0.855382441	0.804478579	0.637710082	0.743128029	0.805022617	0.823270593	0.879608614	0.70201492	0.698430291	0.780493813	0.788481691	0.660203029	0.719357246	0.641346797	0.824554656	0.671664916	0.596797046	0.812613585	0.798642697	0.734715678	0.775076423	0.714832837	0.882871005	0.668711064	0.712272187	0.808702258	0.799823943	0.857701123	0.733199539	0.648324053	0.711958894	0.726201448	0.695744726	0.565404518	0.735614025	0.657168901	0.800339307	0.75205131	0.735836505	0.886567046	0.786018649	0.734609789	0.734730467	0.738661336	0.829977563	0.770735295	0.650417319	0.890197131	0.929030948	0.797878174	0.838280597	0.80650668	0.71591211	0.822622745	0.891519873	0.713262543	0.791042495	0.781206535	0.829364459	0.805701579	0.765596236	0.831714228	0.850984285	0.71941607	0.681001813	0.714310049	0.728232501	0.759261009	0.727830414	0.747016864	0.890414362	0.838594538	0.92861817	0.668238274	0.801213568	0.78813904	0.762469829	0.691042843	0.805568973	0.824386936	0.893438999	0.852498757	0.668866462	0.663130617	0.616506606	0.738590022	0.725292452	0.682778325	0.819737956	0.746396797	0.714774703	0.914993508	0.738826007	0.83042194	0.690514191	0.838811104	0.560663152	0.715839004	0.740883364	0.716606998	0.869141744	0.686359426	0.694239534	0.873400278	0.813984314	0.833588791	0.891799344	0.708794946	0.792832882	0.635063187	0.863820345	0.68030015	0.740274415	0.831578141	0.841726278	0.91355954	0.737779779	0.812391981	0.643251536	0.821232009	0.913392184	0.794273754	0.618176822	0.877563459	0.795761195	0.618553279	0.732374031	0.766852486	0.628677246	0.709392122	0.68903306	0.733329631	0.662952764	0.544175165	0.785906839	0.733770254	0.708546298	0.768814908	0.71078527	0.792242041	0.778946679	0.676722414	0.769697459	0.799345372	0.705750378	0.741483344	0.915965509	0.82906983	0.821954702	0.576723483	0.707693303	0.735745207	0.750158116	0.705434631	0.854736269	0.793116587	0.7618202	0.803803243	0.623686871	0.682486411	0.799333448	0.827026286	0.854539198	0.833832682	0.95958722	0.757442577	0.782756187	0.690878075	0.711981765	0.67813299	0.803295785	0.746436326	0.792294706	0.76505607	0.811883486	0.731020359	0.791705725	0.728912796	0.686779673	0.646815595	0.630914661	0.767944198	0.701561558	0.781054247	0.753732699	0.738383995	0.83405235	0.649145973	0.704897371	0.781256547	0.836840777	0.738137055	0.802397543	0.646655911	0.715830775	0.728507683	0.78395899	0.770635953	0.886310023	0.812641402	0.725843639	0.798169256	0.7980302	0.737335252	0.755540495	0.584371856	0.785334449	0.742275446	0.78332293	0.899616285	0.786301159	0.706828571	0.765260139	0.771619678	0.913902888	0.764070822	0.67705113	0.686694821	0.803811581	0.677972935	0.840724892	0.781569655	0.769419441	0.915000488	0.673316578	0.798648467	0.652367305	0.712068452	0.638406214	0.710777311	0.775158169	0.77555321	0.792926867	0.737869542	0.449041419	0.795627612	0.928106283	0.844436573	0.808925385	0.727905285	0.531830884	0.732598132	0.715499455	0.899158226	0.804631126	0.677023141	0.666685718	0.886560187	0.839569249	0.69028929	0.810066904	0.789681293	0.663671664	0.793073837	0.736172428	0.900446359	0.635932687	0.579935696	0.767696172	0.615880693	0.682412345	0.796796486	0.808987158	0.648638643	0.729590912	0.64949067	0.663362403	0.648520165	0.753557399	0.818887156	0.804165299	0.669336497	0.862422176	0.767595203	0.842275356	0.760398055	0.755347485	0.762127714	0.730456075	0.697386897	0.819225698	0.70186484	0.754062743	0.764158587	0.804076967	0.778806967	0.794700435	0.686928511	0.771015285	0.821467724	0.6917643	0.87328007	0.691279022	0.752762961	0.799013011	0.717179621	0.873068504
APC_co_stimulation	0.700228154	0.736523885	0.724427609	0.77097132	0.623920154	0.6880245	0.616084547	0.602005822	0.702640484	0.705303694	0.620724552	0.674002402	0.562479935	0.617334923	0.598011559	0.756808101	0.653684072	0.749547848	0.710730372	0.588484935	0.686026929	0.608678933	0.656489528	0.709048862	0.637250781	0.637113514	0.665095748	0.696809856	0.658265225	0.71144122	0.543104235	0.729142035	0.583231119	0.591527453	0.713690298	0.71208905	0.680338933	0.703268083	0.625920483	0.757816195	0.611513454	0.613569268	0.722509469	0.730906713	0.726525227	0.692706102	0.609765794	0.671213734	0.615476689	0.660961056	0.625847129	0.656862956	0.657084294	0.699210344	0.739529213	0.657749177	0.700835124	0.699241835	0.667277807	0.652366303	0.628427988	0.663111432	0.720691544	0.613108332	0.75467171	0.748747004	0.690169809	0.71421781	0.703837502	0.614645422	0.751546557	0.774286295	0.640482326	0.658498847	0.711020744	0.662664303	0.712983152	0.638148711	0.672704952	0.763784048	0.660286872	0.643146515	0.598519718	0.606483229	0.662099091	0.631101182	0.677323785	0.717491074	0.731552416	0.693951454	0.62207762	0.680395402	0.596248406	0.690461138	0.589929117	0.703913691	0.760839492	0.736094722	0.711848706	0.616020046	0.497111462	0.627413547	0.646781232	0.568911446	0.569613434	0.732120017	0.657504377	0.599706636	0.730167804	0.660377607	0.778216902	0.627890352	0.727934105	0.573364918	0.685748023	0.645735847	0.657773108	0.747716595	0.680786052	0.709483653	0.741985057	0.735041029	0.675732524	0.751233947	0.605564706	0.744838964	0.663668252	0.723580543	0.533937543	0.73086427	0.701836108	0.66409773	0.640311148	0.593548156	0.732884145	0.614511513	0.707301555	0.729341202	0.705024928	0.623280792	0.732867699	0.711463231	0.559688686	0.660108579	0.710854092	0.490787379	0.652075478	0.628973471	0.699686617	0.62997976	0.68784361	0.698172563	0.660149243	0.646585147	0.698532296	0.611202045	0.681667353	0.703106335	0.609667517	0.663549896	0.706081697	0.57319188	0.693891595	0.765980113	0.726969575	0.726008237	0.600382702	0.603078613	0.717887686	0.662455437	0.626726577	0.732085728	0.636231474	0.704606429	0.732242023	0.631146337	0.667315712	0.62192182	0.71682269	0.720009294	0.704389683	0.703840419	0.649383227	0.693474176	0.521770952	0.695807801	0.622346454	0.70906428	0.656583511	0.655852901	0.612100696	0.732428397	0.740711751	0.655428328	0.638862204	0.575040223	0.611320571	0.593572084	0.696683346	0.547033365	0.737880324	0.708305335	0.616836987	0.743668268	0.656914868	0.642785519	0.653899613	0.692836655	0.626703055	0.713025369	0.53229189	0.590369246	0.613556713	0.723165532	0.67614952	0.754631796	0.734153128	0.72270288	0.752776042	0.719371051	0.685842966	0.632734723	0.550974388	0.713271018	0.650032962	0.693584599	0.82412151	0.698861777	0.546604453	0.705175588	0.683241084	0.761252552	0.622458116	0.590408983	0.627691516	0.722037885	0.579741927	0.706090468	0.707444771	0.67746648	0.746282287	0.662829086	0.690694188	0.67123102	0.606391984	0.57390751	0.65238702	0.657505711	0.637493854	0.669848353	0.644511947	0.554589906	0.727155003	0.780188386	0.723108654	0.701030081	0.598160281	0.634064978	0.629270982	0.695275751	0.765356331	0.718926119	0.578746549	0.645823872	0.777805486	0.727167768	0.630934195	0.683254173	0.7008738	0.624590033	0.702841565	0.641853044	0.780397274	0.533527494	0.575490877	0.688475444	0.545215909	0.617923737	0.632776047	0.758660454	0.548022828	0.679859104	0.548931209	0.628598727	0.626966814	0.661054629	0.713657566	0.734593535	0.644717395	0.73285576	0.692092693	0.747609242	0.679889057	0.684501331	0.7087054	0.630707056	0.632835244	0.696784401	0.577831013	0.654185186	0.696857404	0.68177242	0.616031811	0.684885287	0.60375418	0.630930058	0.696913885	0.589174107	0.768172502	0.672019756	0.653731741	0.650260192	0.645736883	0.727792087
